index,sequence_label,source,generator,chisqr_p,chisqr_X2.X-squared,chisqr_df.df,ks_p,ks_D.D,freq_p,freq_X2.X-squared,freq_df.df,eqdist_empiricalMean,eqdist_diff,gap_p,gap_X2.X-squared,gap_df.df,serial_autocorrelation,perm_observed_stat,perm_p,entropy_val,fft_dominant_frequency,fft_dominant_period,fft_max_magnitude,uniformity_score,patterns_score,periodicity_score,randomness_score
1,randoms-1,QRNG,IBM Qiskit (Single-Qubit),0.804053882128892,6.132,10,4.01514172449902e-05,0.104,0.804053882128892,6.132,10,0.4854,0.0146,1.74891278672644e-87,538.867075664622,42,0.0623389164301799,4.854,1.0,3.45052680253032,0.096,10.4166666666667,175.438883561187,0.4149514418479965,0.8470709919835118,0.24319112631309306,0.5017378533815338
2,randoms-10,QRNG,IBM Qiskit (Single-Qubit),0.811553099747277,6.044,10,0.0001988712714996,0.096,0.811553099747277,6.044,10,0.505,0.005,9.40994256450465e-108,644.834355828221,44,-0.0423221417763274,5.05,1.0,3.45044578574108,0.338,2.9585798816568,181.936265616827,0.35754574821791535,0.6163754290903618,0.2750970309533296,0.41633940275386894
3,randoms-100,PRNG,Linear Congruential Generator (LCG),0.0950329692400037,16.164,10,1.79437673449939e-06,0.118,0.0950329692400037,16.164,10,0.5088,0.0088,8.12392452482404e-113,672.664621676892,45,0.0429960906618952,5.088,1.0,3.43572590837605,0.052,19.2307692307692,185.646596469679,0.7438036354007949,0.8044353055667974,0.46856631199192017,0.6722684176531709
4,randoms-101,PRNG,XORShift,0.854157586445166,5.516,10,0.0012274053371617,0.086,0.854157586445166,5.516,10,0.5006,0.0006,5.8611620364050196e-114,681.19427402863,46,0.0452729901378651,5.006,1.0,3.45163553574123,0.178,5.61797752808989,182.980549060379,0.2730503910488682,0.809454085515271,0.26586016779899424,0.4494548814543778
5,randoms-102,PRNG,XORShift,0.189268554382696,13.656,10,1.71956722454747e-05,0.108,0.189268554382696,13.656,10,0.5228,0.0228,2.2622130365720299e-122,722.523517382413,46,0.0384716372909763,5.228,1.0,3.43969121796892,0.004,250.0,178.474945570976,0.7647847166027889,0.7944624296908878,0.38705901169137835,0.6487687193283517
6,randoms-103,PRNG,XORShift,0.972979827687545,3.316,10,0.000134916725306,0.098,0.972979827687545,3.316,10,0.5142,0.0142,1.50182542714452e-99,604.343558282209,44,0.003256477126952,5.142,1.0,3.45467194565284,0.262,3.81679389312977,156.810577536094,0.3243810769973351,0.7168405840280679,0.10498337702449594,0.382068346016633
7,randoms-104,PRNG,XORShift,0.313575679980334,11.588,10,1.11190264833003e-05,0.11,0.313575679980334,11.588,10,0.496,0.004,6.45120921384239e-115,688.815950920245,47,0.004712168396063,4.96,1.0,3.44193745351061,0.454,2.20264317180617,177.879171777585,0.610121670763817,0.7200492430969846,0.35739497433153455,0.5625219627307787
8,randoms-105,PRNG,XORShift,0.652266679527944,7.76,10,1.11190264833003e-05,0.11,0.652266679527944,7.76,10,0.487,0.013,9.38727910655244e-116,692.938650306749,47,0.0233292192145981,4.87,1.0,3.44839641887118,0.236,4.23728813559322,179.098826766803,0.48442792667481527,0.7610852582280333,0.28606205033626286,0.5105250784130372
9,randoms-106,PRNG,XORShift,0.788756726917498,6.308,10,7.13247100230033e-06,0.112,0.788756726917498,6.308,10,0.5042,0.0041999999999999,1.2489178814858301e-106,642.18609406953,45,0.0692251528021758,5.042,1.0,3.45062136830215,0.04,25.0,167.922840757317,0.3727787628577142,0.8622498435058663,0.2062728903817335,0.480433832248438
10,randoms-107,PRNG,XORShift,0.829826819456664,5.824,10,0.0001988712714996,0.096,0.829826819456664,5.824,10,0.49,0.01,2.06860427122103e-101,613.546012269939,44,-0.0137353560534882,4.9,1.0,3.4509258825928,0.004,250.0,165.9253040932,0.37298067954749264,0.6793869008269353,0.19312443998299686,0.4151640067858082
11,randoms-108,PRNG,XORShift,0.897757147401541,4.9,10,0.0004218533486177,0.092,0.897757147401541,4.9,10,0.4876,0.0124,1.0889453710328e-99,602.18200408998,43,0.0521441625888039,4.876,1.0,3.45203597599793,0.05,20.0,170.912608383318,0.3417100889809642,0.8245996388799341,0.2036142433962839,0.4566413237523941
12,randoms-109,PRNG,XORShift,0.749001831320378,6.748,10,9.07998595249615e-05,0.1,0.749001831320378,6.748,10,0.51,0.01,6.13011449871692e-136,791.883435582822,47,0.0144150124427653,5.1,1.0,3.44912695302616,0.05,20.0,154.620756309594,0.41790204713408785,0.7414364144054642,0.16078097256414758,0.4400398113678998
13,randoms-11,QRNG,IBM Qiskit (Single-Qubit),0.332838780182454,11.324,10,1.11478073853892e-06,0.12,0.332838780182454,11.324,10,0.474,0.026,2.3110865331206203e-105,633.055214723926,44,0.0801952096374903,4.74,1.0,3.44267526828467,0.374,2.67379679144385,160.358299666314,0.7091247213531966,0.886430226460735,0.26515473814663826,0.6202365619868567
14,randoms-110,PRNG,XORShift,0.342756474083313,11.192,10,2.8652561090907e-06,0.116,0.342756474083313,11.192,10,0.4808,0.0192,1.78489190917714e-115,691.564417177914,47,-0.0933522574822081,4.808,1.0,3.44319748613157,0.476,2.10084033613445,145.095502086525,0.6706120191312155,0.5038939936225684,0.1862415894947958,0.45358253408285987
15,randoms-111,PRNG,XORShift,0.384287424720226,10.664,10,4.53877766275708e-06,0.114,0.384287424720226,10.664,10,0.5128,0.0128,2.04711036405442e-109,655.920245398773,45,0.0543334260652223,5.128,1.0,3.44423943870342,0.076,13.1578947368421,197.307019129029,0.6182045960415333,0.8294252500908523,0.4224107340885382,0.6233468600736413
16,randoms-112,PRNG,XORShift,0.647975129039957,7.804,10,6.06219924238887e-05,0.102,0.647975129039957,7.804,10,0.493,0.007,1.77006273190331e-107,652.104294478528,47,-0.0441119618025802,4.93,1.0,3.44799407028147,0.31,3.2258064516129,159.421227637205,0.4550588350052735,0.6124302778204281,0.19716938059645278,0.4215528311407181
17,randoms-113,PRNG,XORShift,0.777041828648187,6.44,10,0.0008666695293592,0.088,0.777041828648187,6.44,10,0.5042,0.0041999999999999,1.13584787283584e-116,697.453987730061,47,0.001411895346025,5.042,1.0,3.45016855345465,0.404,2.47524752475248,169.729379999765,0.34401130798195667,0.7127747259815713,0.22028305483371258,0.4256896962657469
18,randoms-114,PRNG,XORShift,0.886043617900426,5.076,10,0.0001988712714996,0.096,0.886043617900426,5.076,10,0.4928,0.0071999999999999,1.5549696279409399e-103,624.036809815951,44,0.0037799586554312,4.928,1.0,3.4522807507005,0.316,3.16455696202532,159.846705003844,0.33098659316117574,0.7179944507781179,0.14799881708320461,0.3989932870074993
19,randoms-115,PRNG,XORShift,0.587883254969935,8.42,10,4.01514172449904e-05,0.104,0.587883254969935,8.42,10,0.5146,0.0146000000000001,9.590984105627e-124,729.251533742331,46,-0.089274722044898,5.146,1.0,3.44685600410182,0.44,2.27272727272727,216.328597317311,0.5234449712830435,0.5128817655061932,0.4817348952703559,0.5060205440198642
20,randoms-116,PRNG,XORShift,0.867339879090071,5.34,10,4.53877766275708e-06,0.114,0.867339879090071,5.34,10,0.4752,0.0248,1.54582494232041e-131,776.337423312883,49,-0.0381917059290342,4.752,1.0,3.45189627918334,0.256,3.90625,162.120975010131,0.43482129240306,0.6254798049434158,0.16341991938360081,0.4079070055766922
21,randoms-117,PRNG,XORShift,0.398771016078143,10.488,10,1.79437673449939e-06,0.118,0.398771016078143,10.488,10,0.5058,0.0058,4.47506245965048e-101,611.889570552147,44,0.0220281243629204,5.058,1.0,3.44446873404214,0.162,6.17283950617284,154.848229298491,0.5765972545898275,0.7582173631709268,0.217498009196367,0.5174375423190404
22,randoms-118,PRNG,XORShift,0.686446976243024,7.408,10,7.13247100230033e-06,0.112,0.686446976243024,7.408,10,0.488,0.012,1.53635488411106e-85,529.19427402863,42,0.0001806755877168,4.88,1.0,3.44898671253212,0.398,2.51256281407035,173.76664919864,0.4625126663416182,0.7100525922870272,0.2536220714782673,0.47539577670230426
23,randoms-119,PRNG,XORShift,0.125077768301188,15.196,10,0.000134916725306,0.098,0.125077768301188,15.196,10,0.4962,0.0037999999999999,3.11805768420714e-96,585.085889570552,43,0.0389930715062299,4.962,1.0,3.43782917418297,0.258,3.87596899224806,192.637259467205,0.698752179608962,0.7956117837188462,0.47673379923787795,0.6570325875218953
24,randoms-12,QRNG,IBM Qiskit (Single-Qubit),0.0004575482358909,31.652,10,4.53877766275709e-06,0.114,0.0004575482358909,31.652,10,0.4978,0.0021999999999999,8.0713652203389e-93,568.169734151329,43,0.011026647627985,4.978,1.0,3.4147573375936,0.5,2.0,163.0,0.7586790029480531,0.733967723946797,0.6111621243224743,0.7012696170724415
25,randoms-120,PRNG,XORShift,0.900587314627509,4.856,10,0.000134916725306,0.098,0.900587314627509,4.856,10,0.482,0.018,9.10821207133362e-102,612.439672801636,43,-0.0242361558630664,4.82,1.0,3.45237093882321,0.31,3.2258064516129,163.862529194418,0.37941482669716253,0.6562408620652561,0.1660436643732061,0.40056645104520827
26,randoms-13,QRNG,IBM Qiskit (Single-Qubit),0.71597182417217,7.1,10,0.000134916725306,0.098,0.71597182417217,7.1,10,0.511,0.011,1.35523384697131e-115,692.153374233129,47,0.131719078090065,5.11,1.0,3.44942388568696,0.126,7.93650793650794,174.081693757688,0.43762238027307776,1.0,0.24990097366168867,0.5625077846449221
27,randoms-14,QRNG,IBM Qiskit (Single-Qubit),0.089154992347919,16.384,10,2.54783207655732e-07,0.126,0.089154992347919,16.384,10,0.5512,0.0512,9.6316279023596e-141,824.38036809816,50,0.0429073370168866,5.512,1.0,3.43576246659518,0.182,5.49450549450549,188.817015307431,0.9554772005013732,0.8042396732964121,0.4832261395025663,0.7476476711001171
28,randoms-15,QRNG,IBM Qiskit (Single-Qubit),0.0422363312347919,18.848,10,1.71956722454752e-05,0.108,0.0422363312347919,18.848,10,0.518,0.018,3.61493611513027e-96,587.59509202454,44,-0.0784633874478657,5.18,1.0,3.43312408528285,0.16,6.25,164.934211825698,0.8149564360681162,0.5367122902458551,0.40101503986142445,0.5842279220584653
29,randoms-16,QRNG,IBM Qiskit (Single-Qubit),0.575080716809793,8.552,10,6.06219924238887e-05,0.102,0.575080716809793,8.552,10,0.4926,0.0074,5.59665528812861e-123,731.390593047035,48,0.0248376751321073,4.926,1.0,3.4469401268988,0.454,2.20264317180617,161.454914729478,0.4936121986102339,0.7644102220184205,0.21944052390122049,0.49248764817662494
30,randoms-17,QRNG,IBM Qiskit (Single-Qubit),0.313575679980334,11.588,10,6.06219924238892e-05,0.102,0.313575679980334,11.588,10,0.4906,0.0094,2.06860427122103e-101,613.546012269939,44,-0.0438813655477265,4.906,1.0,3.44257289433554,0.12,8.33333333333333,152.684860367236,0.6347010619060881,0.6129385619463928,0.2298391180393225,0.49249291396393446
31,randoms-18,QRNG,IBM Qiskit (Single-Qubit),0.204860253600088,13.348,10,1.11190264833003e-05,0.11,0.204860253600088,13.348,10,0.5036,0.0036,3.0020872949893204e-111,664.950920245399,45,-0.01404462716142,5.036,1.0,3.44093862443551,0.138,7.2463768115942,160.114764240177,0.6627161778475231,0.678705200272514,0.28473613373222484,0.542052503950754
32,randoms-19,QRNG,IBM Qiskit (Single-Qubit),0.166701025401886,14.14,10,0.0062021898401792,0.076,0.166701025401886,14.14,10,0.4988,0.0011999999999999,3.1419386089891497e-128,754.19018404908,47,0.0408152288689961,4.988,1.0,3.43914571911779,0.086,11.6279069767442,173.103648368084,0.42050133569071446,0.799628213487367,0.3679977184106119,0.5293757558628979
33,randoms-2,QRNG,IBM Qiskit (Single-Qubit),0.447893603571571,9.916,10,0.000134916725306,0.098,0.447893603571571,9.916,10,0.4952,0.0047999999999999,1.12927036060741e-121,724.977505112474,48,0.017528604579593,4.952,1.0,3.44458078327992,0.182,5.49450549450549,153.500962454854,0.5416559175230626,0.7482994463262649,0.20974456323047697,0.4998999756932682
34,randoms-20,QRNG,IBM Qiskit (Single-Qubit),0.193623712224317,13.568,10,9.15067753889159e-08,0.13,0.193623712224317,13.568,10,0.461,0.039,4.67362410722485e-104,626.613496932515,44,-0.025961337414284,4.61,1.0,3.43980967833441,0.294,3.40136054421769,171.448432214378,0.8430127736191972,0.6524381880042771,0.3521863701655332,0.6158791105963358
35,randoms-21,QRNG,IBM Qiskit (Single-Qubit),0.373630893746102,10.796,10,2.63813610118885e-05,0.106,0.373630893746102,10.796,10,0.4724,0.0276,1.4733049001110398e-114,687.049079754601,47,-0.0436489275760023,4.724,1.0,3.44413035463025,0.334,2.9940119760479,220.599602353496,0.6955071796057999,0.6134509056155205,0.534624845529613,0.6145276435836444
36,randoms-22,QRNG,IBM Qiskit (Single-Qubit),0.575080716809793,8.552,10,0.0008666695293592,0.088,0.575080716809793,8.552,10,0.4894,0.0106,1.23890495845258e-98,596.963190184049,43,-0.0321012815197708,4.894,1.0,3.44686963233931,0.168,5.95238095238095,181.196225881767,0.4768693095498608,0.6389044204020692,0.3142838132581963,0.4766858477367088
37,randoms-23,QRNG,IBM Qiskit (Single-Qubit),0.204860253600088,13.348,10,4.01514172449902e-05,0.104,0.204860253600088,13.348,10,0.5024,0.0023999999999999,1.96500733777372e-95,581.126789366053,43,0.0043390803874704,5.024,1.0,3.440403323394,0.332,3.01204819277108,177.11766943554,0.6556404011841457,0.7192268762615996,0.3720913335320878,0.582319536992611
38,randoms-24,QRNG,IBM Qiskit (Single-Qubit),0.0034853300882119,26.196,10,2.8652561090907e-06,0.116,0.0034853300882119,26.196,10,0.4896,0.0104,2.8272524622474e-125,736.748466257669,46,-0.0535306727187738,4.896,1.0,3.42338559342687,0.22,4.54545454545455,166.89372612597,0.7975811829552103,0.5916693975156331,0.5266540122180117,0.6386348642296183
39,randoms-25,QRNG,IBM Qiskit (Single-Qubit),0.236466986473933,12.776,10,1.11190264833003e-05,0.11,0.236466986473933,12.776,10,0.5196,0.0196,5.31452687714802e-95,576.151329243354,42,-0.0519123080058692,5.196,1.0,3.44039856523942,0.464,2.1551724137931,164.70571190009,0.7255932828472037,0.5952366241130991,0.3130466710728256,0.5446255260110427
40,randoms-26,QRNG,IBM Qiskit (Single-Qubit),0.55386980380028,8.772,10,0.000134916725306,0.098,0.55386980380028,8.772,10,0.5186,0.0185999999999999,6.54603545519421e-117,698.631901840491,47,-0.0479657781658192,5.186,1.0,3.44689125766998,0.098,10.2040816326531,159.197073745699,0.5563810781499637,0.6039356312657381,0.2092731119620864,0.4565299404592627
41,randoms-27,QRNG,IBM Qiskit (Single-Qubit),0.957683651236408,3.756,10,0.000134916725306,0.098,0.957683651236408,3.756,10,0.4778,0.0222,2.08014003247346e-110,660.811860940695,45,0.0258211939456257,4.778,1.0,3.45397006223491,0.486,2.05761316872428,184.16821616397,0.37142812920912327,0.7665781106548435,0.24363379144615788,0.4605466771033749
42,randoms-28,QRNG,IBM Qiskit (Single-Qubit),0.0357387738729272,19.376,10,0.0004218533486177,0.092,0.0357387738729272,19.376,10,0.4944,0.0055999999999999,7.41793700203201e-107,640.41717791411,44,-0.0051223876940191,4.944,1.0,3.43077863330185,0.296,3.37837837837838,170.307564509255,0.740882541294999,0.6983717498971507,0.4546132297938067,0.6312891736619854
43,randoms-29,QRNG,IBM Qiskit (Single-Qubit),0.71597182417217,7.1,10,0.000134916725306,0.098,0.71597182417217,7.1,10,0.5004,0.0003999999999999,4.60340819598251e-121,719.049079754601,47,-0.021451460222461,5.004,1.0,3.44920426864072,0.334,2.9940119760479,175.377167293338,0.38545702594236875,0.6623789348221656,0.25869249795930926,0.43550948624128116
44,randoms-3,QRNG,IBM Qiskit (Single-Qubit),0.0204610993186775,21.092,10,4.20066493879215e-07,0.124,0.0204610993186775,21.092,10,0.4622,0.0378,6.45120921384239e-115,688.815950920245,47,-0.0798718801473693,4.622,1.0,3.42906270663207,0.232,4.31034482758621,165.118625438271,0.924002324039535,0.5336076670543423,0.4503988786022378,0.6360029565653718
45,randoms-30,QRNG,IBM Qiskit (Single-Qubit),0.141214114415291,14.756,10,0.000134916725306,0.098,0.141214114415291,14.756,10,0.4946,0.0054,1.66735053848727e-125,740.840490797546,47,0.023428717549868,4.946,1.0,3.43855222837514,0.006,166.666666666667,160.848472484267,0.6985275504804298,0.7613045741245976,0.3167309282044448,0.592187684269824
46,randoms-31,QRNG,IBM Qiskit (Single-Qubit),0.289092156231002,11.94,10,0.0001988712714996,0.096,0.289092156231002,11.94,10,0.518,0.018,4.3545942552507003e-107,644.443762781186,45,-0.0158394767682453,5.18,1.0,3.44151146401832,0.138,7.2463768115942,192.765865892439,0.6837392113455404,0.674748962716869,0.4333679757942889,0.5972853832855661
47,randoms-32,QRNG,IBM Qiskit (Single-Qubit),0.673669519497764,7.54,10,0.0006070782761407,0.09,0.673669519497764,7.54,10,0.4924,0.0076,1.0531848675145101e-113,674.098159509202,44,0.0035935195971313,4.924,1.0,3.44872455092635,0.392,2.55102040816327,139.654741376356,0.42308880177735014,0.7175834986841484,0.09432389182871476,0.4116653974300711
48,randoms-33,QRNG,IBM Qiskit (Single-Qubit),0.0037133799515582,26.02,10,1.11190264833e-05,0.11,0.0037133799515582,26.02,10,0.5128,0.0128,9.541271147628969e-107,645.631901840491,46,0.0195433242153959,5.128,1.0,3.4210403864724,0.284,3.52112676056338,175.605990617525,0.8089450502750024,0.7527403250812027,0.596148029996548,0.719277801784251
49,randoms-34,QRNG,IBM Qiskit (Single-Qubit),0.339429540671819,11.236,10,0.0008666695293592,0.088,0.339429540671819,11.236,10,0.4938,0.0061999999999999,1.2886208895011e-104,629.374233128834,44,0.0147405957128995,4.938,1.0,3.44329229830686,0.482,2.0746887966805,152.857044032695,0.5734863571678241,0.7421540705009367,0.2220670357560795,0.5125691544749468
50,randoms-35,QRNG,IBM Qiskit (Single-Qubit),0.0410831499168602,18.936,10,4.20066493879215e-07,0.124,0.0410831499168602,18.936,10,0.504,0.004,3.22063750775796e-93,570.149284253579,43,0.0080825914999912,5.04,1.0,3.43190568687553,0.164,6.09756097560976,173.484129120686,0.7473137734551216,0.7274783861355754,0.45627835302252634,0.6436901708710744
51,randoms-36,QRNG,IBM Qiskit (Single-Qubit),0.622194782055334,8.068,10,0.0006070782761407,0.09,0.622194782055334,8.068,10,0.4868,0.0132,2.63462671088306e-89,550.713701431493,43,0.0941149379615006,4.868,1.0,3.44757615745869,0.166,6.02409638554217,191.846977080002,0.4764824303306615,0.9171123232829554,0.35656089426893445,0.5833852159608505
52,randoms-37,QRNG,IBM Qiskit (Single-Qubit),0.777041828648187,6.44,10,6.06219924238892e-05,0.102,0.777041828648187,6.44,10,0.5018,0.0018,1.77434138710644e-106,641.433537832311,45,-0.0098725825433797,5.018,1.0,3.45023556197353,0.486,2.05761316872428,172.525461384021,0.36469120491634593,0.6879012908747302,0.23279674260408711,0.4284630794650544
53,randoms-38,QRNG,IBM Qiskit (Single-Qubit),0.214213501101801,13.172,10,2.8652561090907e-06,0.116,0.214213501101801,13.172,10,0.508,0.008,3.13842508809219e-107,642.257668711656,44,0.0370512663824165,5.08,1.0,3.43988627713067,0.378,2.64550264550265,167.661108496159,0.6800081354859328,0.7913316243520887,0.3332375997887368,0.6015257865422527
54,randoms-39,QRNG,IBM Qiskit (Single-Qubit),0.283186936166161,12.028,10,0.0002908063955945,0.094,0.283186936166161,12.028,10,0.4956,0.0044,5.0356557260486e-120,713.944785276074,47,0.0215670347142354,4.956,1.0,3.44234315001113,0.048,20.8333333333333,161.517587756719,0.6160680316577902,0.7572010216469853,0.27464141497413536,0.5493034894263037
55,randoms-4,QRNG,IBM Qiskit (Single-Qubit),0.274491041993886,12.16,10,6.06219924238892e-05,0.102,0.274491041993886,12.16,10,0.5168,0.0168,7.29260108346596e-107,646.208588957055,46,-0.0850298207001123,5.168,1.0,3.44140588211092,0.468,2.13675213675214,165.098372335017,0.6907345110275057,0.522238448125387,0.30288583173234446,0.5052862636284124
56,randoms-40,QRNG,IBM Qiskit (Single-Qubit),0.0753432751356148,16.956,10,6.06219924238892e-05,0.102,0.0753432751356148,16.956,10,0.5222,0.0222,1.5179158295628898e-107,646.701431492843,45,-0.0482697478560943,5.222,0.158,3.43467165544281,0.306,3.26797385620915,207.760610958685,0.8172592675520166,0.6032656161848806,0.5864567925784684,0.6689938921051218
57,randoms-41,QRNG,IBM Qiskit (Single-Qubit),0.864096091298228,5.384,10,2.63813610118885e-05,0.106,0.864096091298228,5.384,10,0.4988,0.0011999999999999,3.94475125786249e-115,686.961145194274,46,-0.0283728071057193,4.988,0.328,3.45163454697288,0.28,3.57142857142857,163.08842351054,0.31942712822515473,0.6471227861336821,0.17115248928090082,0.3792341345465792
58,randoms-42,QRNG,IBM Qiskit (Single-Qubit),0.583610441861411,8.464,10,0.0012274053371617,0.086,0.583610441861411,8.464,10,0.496,0.004,1.21566798855968e-110,664.854805725971,46,0.0447963477120994,4.96,1.0,3.44728842532255,0.144,6.94444444444444,183.562597676136,0.4255671470860272,0.8084034622996783,0.3205499504881142,0.5181735199579399
59,randoms-43,QRNG,IBM Qiskit (Single-Qubit),0.857504436955209,5.472,10,1.71956722454752e-05,0.108,0.857504436955209,5.472,10,0.5016,0.0016,4.34009762554981e-105,628.815950920245,43,-0.0683466662124986,5.016,1.0,3.45146592461293,0.432,2.31481481481481,161.195235121064,0.32507417235379105,0.5590117365833925,0.16415165974689688,0.34941252289469343
60,randoms-44,QRNG,IBM Qiskit (Single-Qubit),0.346104347660426,11.148,10,9.0799859524961e-05,0.1,0.346104347660426,11.148,10,0.4868,0.0132,4.5278211289536597e-116,688.656441717791,45,0.0396530180347742,4.868,1.0,3.44257227030836,0.108,9.25925925925926,199.747150211612,0.6358596506578276,0.7970664489069579,0.4539410732966759,0.6289557242871537
